Te[K],Arr[m3/s],CSC_Maxwellian[m3/s]
4.8500000000000000e+03,9.7769329379739916e-27,3.1098640251959921e-31
4.8600000000000000e+03,1.0414103310188919e-26,3.3653577383071886e-31
4.8700000000000000e+03,1.1089993584477086e-26,3.6406729056127682e-31
4.8800000000000000e+03,1.1806782028269414e-26,3.9372548073396905e-31
4.8900000000000000e+03,1.2566759324347257e-26,4.2566472686235707e-31
4.9000000000000000e+03,1.3372333829589270e-26,4.6004989118048604e-31
4.9100000000000000e+03,1.4226037053068568e-26,4.9705697764929988e-31
4.9200000000000000e+03,1.5130529361463624e-26,5.3687383274569222e-31
4.9300000000000000e+03,1.6088605919987357e-26,5.7970088714259035e-31
4.9400000000000000e+03,1.7103202877288479e-26,6.2575193694486947e-31
4.9500000000000000e+03,1.8177403803030672e-26,6.7525491422764541e-31
4.9600000000000000e+03,1.9314446387115381e-26,7.2845275311874297e-31
4.9700000000000000e+03,2.0517729409779334e-26,7.8560435008121165e-31
4.9800000000000000e+03,2.1790819992068756e-26,8.4698553921290082e-31
4.9900000000000000e+03,2.3137461136470109e-26,9.1289012123582520e-31
5.0000000000000000e+03,2.4561579567760423e-26,9.8363095028508987e-31
5.0100000000000000e+03,2.6067293884430902e-26,1.0595410814974478e-30
5.0200000000000000e+03,2.7658923031332550e-26,1.1409749825453771e-30
5.0300000000000000e+03,2.9340995104496945e-26,1.2283098124145301e-30
5.0400000000000000e+03,3.1118256499393526e-26,1.3219467708809629e-30
5.0500000000000000e+03,3.2995681414200560e-26,1.4223125223122052e-30
5.0600000000000000e+03,3.4978481719991024e-26,1.5298606586351751e-30
5.0700000000000000e+03,3.7072117210062736e-26,1.6450731402427042e-30
5.0800000000000000e+03,3.9282306240978246e-26,1.7684620368968232e-30
5.0900000000000000e+03,4.1615036778225288e-26,1.9005713099077037e-30
5.1000000000000000e+03,4.4076577859756479e-26,2.0419786529500638e-30
5.1100000000000000e+03,4.6673491491026616e-26,2.1932974309086863e-30
5.1200000000000000e+03,4.9412644985508017e-26,2.3551787215687642e-30
5.1300000000000000e+03,5.2301223765039923e-26,2.5283134651870781e-30
5.1400000000000000e+03,5.5346744634744096e-26,2.7134347272082791e-30
5.1500000000000000e+03,5.8557069547626761e-26,2.9113200796336368e-30
5.1600000000000000e+03,6.1940419874381198e-26,3.1227941067987677e-30
5.1700000000000000e+03,6.5505391194308237e-26,3.3487310362872258e-30
5.1800000000000000e+03,6.9260968623679700e-26,3.5900573062497855e-30
5.1900000000000000e+03,7.3216542698288159e-26,3.8477543458727203e-30
5.2000000000000000e+03,7.7381925827350203e-26,4.1228618149700619e-30
5.2100000000000000e+03,8.1767369336367629e-26,4.4164808163544669e-30
5.2200000000000000e+03,8.6383581116985981e-26,4.7297772548883085e-30
5.2300000000000000e+03,9.1241743902340987e-26,5.0639853656394040e-30
5.2400000000000000e+03,9.6353534186845911e-26,5.4204114189849893e-30
5.2500000000000000e+03,1.0173114180982807e-25,5.8004376108431589e-30
5.2600000000000000e+03,1.0738729022290548e-25,6.2055261465738320e-30
5.2700000000000000e+03,1.1333525746147169e-25,6.6372235274482577e-30
5.2800000000000000e+03,1.1958889784114641e-25,7.0971650489810189e-30
5.2900000000000000e+03,1.2616266440055531e-25,7.5870794332075111e-30
5.3000000000000000e+03,1.3307163211229366e-25,8.1087932013274689e-30
5.3100000000000000e+03,1.4033152188447049e-25,8.6642360418489021e-30
5.3200000000000000e+03,1.4795872537572095e-25,9.2554464332095526e-30
5.3300000000000000e+03,1.5597033064713713e-25,9.8845773068906970e-30
5.3400000000000000e+03,1.6438414867509696e-25,1.0553901980506800e-29
5.3500000000000000e+03,1.7321874074951304e-25,1.1265820373590113e-29
5.3600000000000000e+03,1.8249344678260157e-25,1.2022865518466086e-29
5.3700000000000000e+03,1.9222841455382227e-25,1.2827710379123889e-29
5.3800000000000000e+03,2.0244462991723199e-25,1.3683174991517152e-29
5.3900000000000000e+03,2.1316394799806603e-25,1.4592233939278938e-29
5.4000000000000000e+03,2.2440912540597233e-25,1.5558024175523999e-29
5.4100000000000000e+03,2.3620385349291324e-25,1.6583852649306370e-29
5.4200000000000000e+03,2.4857279268437710e-25,1.7673204081050775e-29
5.4300000000000000e+03,2.6154160791315281e-25,1.8829750649981875e-29
5.4400000000000000e+03,2.7513700518555862e-25,2.0057361417290374e-29
5.4500000000000000e+03,2.8938676931065840e-25,2.1360112052313362e-29
5.4600000000000000e+03,3.0431980282364740e-25,2.2742294999371134e-29
5.4700000000000000e+03,3.1996616613524866e-25,2.4208430103595207e-29
5.4800000000000000e+03,3.3635711893962662e-25,2.5763275714797950e-29
5.4900000000000000e+03,3.5352516291402251e-25,2.7411840289192066e-29
5.5000000000000000e+03,3.7150408574397328e-25,2.9159394509512014e-29
5.5100000000000000e+03,3.9032900650870119e-25,3.1011483944914616e-29
5.5200000000000000e+03,4.1003642246195142e-25,3.2973942120166892e-29
5.5300000000000000e+03,4.3066425724427811e-25,3.5052902446900515e-29
5.5400000000000000e+03,4.5225191056351742e-25,3.7254812705379369e-29
5.5500000000000000e+03,4.7484030938088289e-25,3.9586451049643782e-29
5.5600000000000000e+03,4.9847196064092006e-25,4.2054941596992359e-29
5.5700000000000000e+03,5.2319100558426160e-25,4.4667770666863143e-29
5.5800000000000000e+03,5.4904327568292116e-25,4.7432803717460641e-29
5.5900000000000000e+03,5.7607635023862343e-25,5.0358303007630635e-29
5.6000000000000000e+03,6.0433961568545124e-25,5.3452946012551097e-29
5.6100000000000000e+03,6.3388432663890233e-25,5.6725844622794114e-29
5.6200000000000000e+03,6.6476366873421254e-25,6.0186565157488280e-29
5.6300000000000000e+03,6.9703282329767027e-25,6.3845149223101515e-29
5.6400000000000000e+03,7.3074903389541987e-25,6.7712134216656251e-29
5.6500000000000000e+03,7.6597167480510106e-25,7.1798572619932255e-29
5.6600000000000000e+03,8.0276232145651812e-25,7.6116057886412443e-29
5.6700000000000000e+03,8.4118482288840888e-25,8.0676749542638851e-29
5.6800000000000000e+03,8.8130537626915457e-25,8.5493398553439686e-29
5.6900000000000000e+03,9.2319260353027884e-25,9.0579373725253831e-29
5.7000000000000000e+03,9.6691763016232081e-25,9.5948689186472882e-29
5.7100000000000000e+03,1.0125541662236789e-24,1.0161603298512046e-28
5.7200000000000000e+03,1.0601785896138446e-24,1.0759679684557078e-28
5.7300000000000000e+03,1.1098700316633587e-24,1.1390710712753002e-28
5.7400000000000000e+03,1.1617104650938330e-24,1.2056385703199215e-28
5.7500000000000000e+03,1.2157847944021175e-24,1.2758473990750729e-28
5.7600000000000000e+03,1.2721809487238886e-24,1.3498827909602997e-28
5.7700000000000000e+03,1.3309899772326084e-24,1.4279386239417726e-28
5.7800000000000000e+03,1.3923061471310031e-24,1.5102178367137296e-28
5.7900000000000000e+03,1.4562270442929858e-24,1.5969328189753406e-28
5.8000000000000000e+03,1.5228536766150346e-24,1.6883058145522851e-28
5.8100000000000000e+03,1.5922905801370410e-24,1.7845693401940577e-28
5.8200000000000000e+03,1.6646459279934419e-24,1.8859666206049606e-28
5.8300000000000000e+03,1.7400316422567962e-24,1.9927520402868035e-28
5.8400000000000000e+03,1.8185635087365592e-24,2.1051916127889018e-28
5.8500000000000000e+03,1.9003612947972731e-24,2.2235634679829691e-28
5.8600000000000000e+03,1.9855488702609693e-24,2.3481583579991179e-28
5.8700000000000000e+03,2.0742543314600422e-24,2.4792801605906500e-28
5.8800000000000000e+03,2.1666101285075643e-24,2.6172463146356312e-28
5.8900000000000000e+03,2.2627531958533000e-24,2.7623884384748739e-28
5.9000000000000000e+03,2.3628250861945602e-24,2.9150529484820158e-28
5.9100000000000000e+03,2.4669721078123495e-24,3.0756016626177401e-28
5.9200000000000000e+03,2.5753454654039582e-24,3.2444124263389308e-28
5.9300000000000000e+03,2.6881014044847736e-24,3.4218797616559437e-28
5.9400000000000000e+03,2.8054013594326391e-24,3.6084155401218212e-28
5.9500000000000000e+03,2.9274121052495903e-24,3.8044496805623975e-28
5.9600000000000000e+03,3.0543059131167245e-24,4.0104308723830850e-28
5.9700000000000000e+03,3.1862607098191486e-24,4.2268273253136053e-28
5.9800000000000000e+03,3.3234602411190685e-24,4.4541275450037774e-28
5.9900000000000000e+03,3.4660942391562328e-24,4.6928410281003171e-28
6.0000000000000000e+03,3.6143585939560189e-24,4.9434989905756379e-28
6.0100000000000000e+03,3.7684555291268821e-24,5.2066553627968486e-28
6.0200000000000000e+03,3.9285937818294568e-24,5.4828876920251090e-28
6.0300000000000000e+03,4.0949887871016847e-24,5.7727980608220382e-28
6.0400000000000000e+03,4.2678628666244504e-24,6.0770140378839683e-28
6.0500000000000000e+03,4.4474454220144211e-24,6.3961896623501780e-28
6.0600000000000000e+03,4.6339731327311688e-24,6.7310064626647268e-28
6.0700000000000000e+03,4.8276901586874089e-24,7.0821745111051438e-28
6.0800000000000000e+03,5.0288483476519766e-24,7.4504335151230989e-28
6.0900000000000000e+03,5.2377074475368539e-24,7.8365539466807688e-28
6.1000000000000000e+03,5.4545353236602881e-24,8.2413381790750791e-28
6.1100000000000000e+03,5.6796081810795571e-24,8.6656214044013643e-28
6.1200000000000000e+03,5.9132107920882697e-24,9.1102729512971837e-28
6.1300000000000000e+03,6.1556367289738777e-24,9.5761977145040356e-28
6.1400000000000000e+03,6.4071886021330740e-24,1.0064337480962225e-27
6.1500000000000000e+03,6.6681783036429784e-24,1.0575672298912566e-27
6.1600000000000000e+03,6.9389272563886399e-24,1.1111221893051478e-27
6.1700000000000000e+03,7.2197666688469707e-24,1.1672047127152432e-27
6.1800000000000000e+03,7.5110377956302646e-24,1.2259251515616026e-27
6.1900000000000000e+03,7.8130922038923606e-24,1.2873982785447741e-27
6.2000000000000000e+03,8.1262920457023759e-24,1.3517434490211187e-27
6.2100000000000000e+03,8.4510103364925000e-24,1.4190847677198338e-27
6.2200000000000000e+03,8.7876312396867897e-24,1.4895512409065516e-27
6.2300000000000000e+03,9.1365503576202825e-24,1.5632769143579042e-27
6.2400000000000000e+03,9.4981750288581374e-24,1.6404010921119931e-27
6.2500000000000000e+03,9.8729246320261243e-24,1.7210685323319679e-27
6.2600000000000000e+03,1.0261230896265642e-23,1.8054296412581370e-27
6.2700000000000000e+03,1.0663538218426783e-23,1.8936406733973363e-27
6.2800000000000000e+03,1.1080303987115112e-23,1.9858639381322586e-27
6.2900000000000000e+03,1.1511998913708545e-23,2.0822680129395664e-27
6.3000000000000000e+03,1.1959107370463032e-23,2.1830279634106711e-27
6.3100000000000000e+03,1.2422127735825254e-23,2.2883255702739112e-27
6.3200000000000000e+03,1.2901572747074425e-23,2.3983495636236360e-27
6.3300000000000000e+03,1.3397969860414157e-23,2.5132958609912402e-27
6.3400000000000000e+03,1.3911861618638148e-23,2.6333677515384601e-27
6.3500000000000000e+03,1.4443806026495024e-23,2.7587761461380382e-27
6.3600000000000000e+03,1.4994376933877348e-23,2.8897398891455371e-27
6.3700000000000000e+03,1.5564164426963469e-23,3.0264860307644446e-27
6.3800000000000000e+03,1.6153775227440055e-23,3.1692501059323265e-27
6.3900000000000000e+03,1.6763833099936170e-23,3.3182764217642653e-27
6.4000000000000000e+03,1.7394979267800570e-23,3.4738183537929477e-27
6.4100000000000000e+03,1.8047872837354228e-23,3.6361386512521288e-27
6.4200000000000000e+03,1.8723191230754059e-23,3.8055097516570967e-27
6.4300000000000000e+03,1.9421630627601521e-23,3.9822141049419897e-27
6.4400000000000000e+03,2.0143906415435441e-23,4.1665445074216164e-27
6.4500000000000000e+03,2.0890753649245455e-23,4.3588044155344401e-27
6.4600000000000000e+03,2.1662927520147353e-23,4.5593081851478440e-27
6.4700000000000000e+03,2.2461203833360767e-23,4.7683815099710826e-27
6.4800000000000000e+03,2.3286379495632622e-23,4.9863618272081827e-27
6.4900000000000000e+03,2.4139273012249395e-23,5.2135987004916721e-27
6.5000000000000000e+03,2.5020724993783915e-23,5.4504542140618592e-27
6.5100000000000000e+03,2.5931598672724611e-23,5.6973033784949471e-27
6.5200000000000000e+03,2.6872780430133176e-23,5.9545345482897897e-27
6.5300000000000000e+03,2.7845180332482008e-23,6.2225498516306846e-27
6.5400000000000000e+03,2.8849732678822133e-23,6.5017656326526577e-27
6.5500000000000000e+03,2.9887396558432819e-23,6.7926129065441094e-27
6.5600000000000000e+03,3.0959156419108318e-23,7.0955378250545896e-27
6.5700000000000000e+03,3.2066022646234817e-23,7.4110020347752104e-27
6.5800000000000000e+03,3.3209032152816467e-23,7.7394830972576594e-27
6.5900000000000000e+03,3.4389248980605806e-23,8.0814751306351078e-27
6.6000000000000000e+03,3.5607764912499979e-23,8.4374893395294530e-27
6.6100000000000000e+03,3.6865700096362521e-23,8.8080545482723797e-27
6.6200000000000000e+03,3.8164203680432129e-23,9.1937177490903210e-27
6.6300000000000000e+03,3.9504454460483264e-23,9.5950446656388010e-27
6.6400000000000000e+03,4.0887661538901489e-23,1.0012620332277844e-26
6.6500000000000000e+03,4.2315064995842062e-23,1.0447049689494484e-26
6.6600000000000000e+03,4.3787936572636676e-23,1.0898958195886261e-26
6.6700000000000000e+03,4.5307580367619804e-23,1.1368992457128309e-26
6.6800000000000000e+03,4.6875333544542271e-23,1.1857820833820268e-26
6.6900000000000000e+03,4.8492567053746534e-23,1.2366133837009013e-26
6.7000000000000000e+03,5.0160686366274215e-23,1.2894644917376609e-26
6.7100000000000000e+03,5.1881132221081041e-23,1.3444091277887659e-26
6.7200000000000000e+03,5.3655381385536680e-23,1.4015234586443535e-26
6.7300000000000000e+03,5.5484947429382590e-23,1.4608861707067788e-26
6.7400000000000000e+03,5.7371381512329946e-23,1.5225785450713690e-26
6.7500000000000000e+03,5.9316273185476577e-23,1.5866845346176510e-26
6.7600000000000000e+03,6.1321251206721894e-23,1.6532908431603578e-26
6.7700000000000000e+03,6.3387984370364379e-23,1.7224870067113207e-26
6.7800000000000000e+03,6.5518182351066143e-23,1.7943654769033975e-26
6.7900000000000000e+03,6.7713596562365457e-23,1.8690217065272088e-26
6.8000000000000000e+03,6.9976021029928617e-23,1.9465542175502200e-26
6.8100000000000000e+03,7.2307293279726768e-23,2.0270646629721055e-26
6.8200000000000000e+03,7.4709295241323650e-23,2.1106579506122024e-26
6.8300000000000000e+03,7.7183954166471465e-23,2.1974423422444559e-26
6.8400000000000000e+03,7.9733243563199784e-23,2.2875295499408583e-26
6.8500000000000000e+03,8.2359184145593038e-23,2.3810348348943848e-26
6.8600000000000000e+03,8.5063844799452610e-23,2.4780771087797199e-26
6.8700000000000000e+03,8.7849343564034560e-23,2.5787790377117118e-26
6.8800000000000000e+03,9.0717848630064632e-23,2.6832671488629260e-26
6.8900000000000000e+03,9.3671579354225613e-23,2.7916719398028713e-26
6.9000000000000000e+03,9.6712807290314174e-23,2.9041279906231777e-26
6.9100000000000000e+03,9.9843857237275327e-23,3.0207740749093673e-26
6.9200000000000000e+03,1.0306710830430516e-22,3.1417532244622683e-26
6.9300000000000000e+03,1.0638499499323702e-22,3.2672128552648285e-26
6.9400000000000000e+03,1.0980000829840328e-22,3.3973049251731581e-26
6.9500000000000000e+03,1.1331469682418863e-22,3.5321860602291565e-26
6.9600000000000000e+03,1.1693166792047410e-22,3.6720176832403661e-26
6.9700000000000000e+03,1.2065358883618271e-22,3.8169661455280140e-26
6.9800000000000000e+03,1.2448318789113668e-22,3.9672028619155936e-26
6.9900000000000000e+03,1.2842325566643193e-22,4.1229044490309103e-26
7.0000000000000000e+03,1.3247664621354916e-22,4.2842528669967157e-26
7.0100000000000000e+03,1.3664627828240311e-22,4.4514355645868226e-26
7.0200000000000000e+03,1.4093513656855571e-22,4.6246456279248478e-26
7.0300000000000000e+03,1.4534627297979691e-22,4.8040819058579110e-26
7.0400000000000000e+03,1.4988280792231811e-22,4.9899490892774585e-26
7.0500000000000000e+03,1.5454793160668752e-22,5.1824579317626626e-26
7.0600000000000000e+03,1.5934490537385264e-22,5.3818254309289638e-26
7.0700000000000000e+03,1.6427706304138256e-22,5.5882749938997917e-26
7.0800000000000000e+03,1.6934781227017919e-22,5.8020366066922770e-26
7.0900000000000000e+03,1.7456063595186594e-22,6.0233470076032836e-26
7.1000000000000000e+03,1.7991909361708913e-22,6.2524498646811626e-26
7.1100000000000000e+03,1.8542682286495021e-22,6.4895959573740176e-26
7.1200000000000000e+03,1.9108754081379013e-22,6.7350433624439645e-26
7.1300000000000000e+03,1.9690504557355954e-22,6.9890576442411759e-26
7.1400000000000000e+03,2.0288321773999317e-22,7.2519120463107763e-26
7.1500000000000000e+03,2.0902602191082015e-22,7.5238875998301931e-26
7.1600000000000000e+03,2.1533750822424498e-22,7.8052732976127595e-26
7.1700000000000000e+03,2.2182181391991144e-22,8.0963663885511482e-26
7.1800000000000000e+03,2.2848316492260005e-22,8.3974725935958386e-26
7.1900000000000000e+03,2.3532587744887963e-22,8.7089063212811362e-26
7.2000000000000000e+03,2.4235435963694684e-22,9.0309908881393239e-26
7.2100000000000000e+03,2.4957311319988810e-22,9.3640587441054165e-26
7.2200000000000000e+03,2.5698673510259613e-22,9.7084517030175359e-26
7.2300000000000000e+03,2.6459991926258774e-22,1.0064521178318031e-25
7.2400000000000000e+03,2.7241745827493779e-22,1.0432628424066844e-25
7.2500000000000000e+03,2.8044424516158577e-22,1.0813144781376089e-25
7.2600000000000000e+03,2.8868527514524646e-22,1.1206451899217434e-25
7.2700000000000000e+03,2.9714564744815804e-22,1.1612941826158605e-25
7.2800000000000000e+03,3.0583056711591875e-22,1.2033017364434511e-25
7.2900000000000000e+03,3.1474534686664096e-22,1.2467092399391694e-25
7.3000000000000000e+03,3.2389540896566726e-22,1.2915592171129882e-25
7.3100000000000000e+03,3.3328628712610519e-22,1.3378953551956994e-25
7.3200000000000000e+03,3.4292362843539145e-22,1.3857625329881582e-25
7.3300000000000000e+03,3.5281319530816787e-22,1.4352068498264787e-25
7.3400000000000000e+03,3.6296086746567935e-22,1.4862756551755749e-25
7.3500000000000000e+03,3.7337264394196305e-22,1.5390175788636581e-25
7.3600000000000000e+03,3.8405464511706556e-22,1.5934825619709040e-25
7.3700000000000000e+03,3.9501311477752679e-22,1.6497218882389133e-25
7.3800000000000000e+03,4.0625442220439374e-22,1.7077882028930368e-25
7.3900000000000000e+03,4.1778506428900695e-22,1.7677355323166433e-25
7.4000000000000000e+03,4.2961166767678876e-22,1.8296193362937452e-25
7.4100000000000000e+03,4.4174099093932460e-22,1.8934965442067802e-25
7.4200000000000000e+03,4.5417992677493842e-22,1.9594255896364343e-25
7.4300000000000000e+03,4.6693550423804950e-22,2.0274664456853669e-25
7.4400000000000000e+03,4.8001489099755123e-22,2.0976806610400192e-25
7.4500000000000000e+03,4.9342539562444737e-22,2.1701313967847180e-25
7.4600000000000000e+03,5.0717446990902299e-22,2.2448834639826861e-25
7.4700000000000000e+03,5.2126971120779340e-22,2.3220033620389622e-25
7.4800000000000000e+03,5.3571886482046738e-22,2.4015593178607212e-25
7.4900000000000000e+03,5.5052982639721762e-22,2.4836213227752346e-25
7.5000000000000000e+03,5.6571064437645984e-22,2.5682611430290959e-25
7.5100000000000000e+03,5.8126952245345480e-22,2.6555523696142971e-25
7.5200000000000000e+03,5.9721482207993472e-22,2.7455704776192765e-25
7.5300000000000000e+03,6.1355506499504221e-22,2.8383928692349347e-25
7.5400000000000000e+03,6.3029893578782969e-22,2.9340989173788160e-25
7.5500000000000000e+03,6.4745528449157640e-22,3.0327700101965254e-25
7.5600000000000000e+03,6.6503312921017366e-22,3.1344895964557885e-25
7.5700000000000000e+03,6.8304165877684241e-22,3.2393432318509642e-25
7.5800000000000000e+03,7.0149023544544454e-22,3.3474186262343447e-25
7.5900000000000000e+03,7.2038839761462731e-22,3.4588056917921737e-25
7.6000000000000000e+03,7.3974586258508410e-22,3.5735965921662714e-25
7.6100000000000000e+03,7.5957252935018672e-22,3.6918857756090168e-25
7.6200000000000000e+03,7.7987848142020559e-22,3.8137699904493899e-25
7.6300000000000000e+03,8.0067398968045510e-22,3.9393483715210697e-25
7.6400000000000000e+03,8.2196951528354497e-22,4.0687225007235390e-25
7.6500000000000000e+03,8.4377571257605560e-22,4.2019964604422894e-25
7.6600000000000000e+03,8.6610343205985153e-22,4.3392768880023438e-25
7.6700000000000000e+03,8.8896372338834318e-22,4.4806730311736540e-25
7.6800000000000000e+03,9.1236783839790555e-22,4.6262968047478216e-25
7.6900000000000000e+03,9.3632723417474151e-22,4.7762628482050107e-25
7.7000000000000000e+03,9.6085357615746107e-22,4.9306885844913533e-25
7.7100000000000000e+03,9.8595874127561208e-22,5.0896942799271116e-25
7.7200000000000000e+03,1.0116548211244263e-21,5.2534031028828339e-25
7.7300000000000000e+03,1.0379541251760725e-21,5.4219411378645350e-25
7.7400000000000000e+03,1.0648691840276267e-21,5.5954374442735528e-25
7.7500000000000000e+03,1.0924127526860780e-21,5.7740241608883365e-25
7.7600000000000000e+03,1.1205978138905576e-21,5.9578365724425041e-25
7.7700000000000000e+03,1.1494375814721597e-21,6.1470131757213179e-25
7.7800000000000000e+03,1.1789455037514757e-21,6.3416957468873954e-25
7.7900000000000000e+03,1.2091352669742521e-21,6.5420294100581256e-25
7.8000000000000000e+03,1.2400207987852868e-21,6.7481627071551308e-25
7.8100000000000000e+03,1.2716162717409698e-21,6.9602476690504178e-25
7.8200000000000000e+03,1.3039361068605805e-21,7.1784398880297744e-25
7.8300000000000000e+03,1.3369949772167482e-21,7.4028985915981199e-25
7.8400000000000000e+03,1.3708078115652155e-21,7.6337866992801291e-25
7.8500000000000000e+03,1.4053897980142272e-21,7.8712708246209089e-25
7.8600000000000000e+03,1.4407563877338084e-21,8.1155214044658479e-25
7.8700000000000000e+03,1.4769232987051574e-21,8.3667128018648908e-25
7.8800000000000000e+03,1.5139065195104497e-21,8.6250233856892483e-25
7.8900000000000000e+03,1.5517223131632591e-21,8.8906356116713849e-25
7.9000000000000000e+03,1.5903872209799426e-21,9.1637361048947871e-25
7.9100000000000000e+03,1.6299180664921404e-21,9.4445157437604379e-25
7.9200000000000000e+03,1.6703319594007608e-21,9.7331697454525978e-25
7.9300000000000000e+03,1.7116462995715958e-21,1.0029897752931229e-24
7.9400000000000000e+03,1.7538787810729262e-21,1.0334903923477391e-24
7.9500000000000000e+03,1.7970473962553185e-21,1.0648397017536745e-24
7.9600000000000000e+03,1.8411704398738620e-21,1.0970590423483458e-24
7.9700000000000000e+03,1.8862665132531515e-21,1.1301702208149776e-24
7.9800000000000000e+03,1.9323545284952411e-21,1.1641955293186426e-24
7.9900000000000000e+03,1.9794537127307903e-21,1.1991577557718518e-24
8.0000000000000000e+03,2.0275836124137552e-21,1.2350801935179125e-24
8.0100000000000000e+03,2.0767640976597874e-21,1.2719866511813218e-24
8.0200000000000000e+03,2.1270153666286173e-21,1.3099014626880894e-24
8.0300000000000000e+03,2.1783579499506970e-21,1.3488494974586126e-24
8.0400000000000000e+03,2.2308127151983913e-21,1.3888561707760782e-24
8.0500000000000000e+03,2.2844008714018474e-21,1.4299474543331751e-24
8.0600000000000000e+03,2.3391439736099331e-21,1.4721498869602090e-24
8.0700000000000000e+03,2.3950639274963975e-21,1.5154905838121909e-24
8.0800000000000000e+03,2.4521829940116095e-21,1.5599972344841590e-24
8.0900000000000000e+03,2.5105237940799603e-21,1.6056981198027560e-24
8.1000000000000000e+03,2.5701093133433685e-21,1.6526221295715035e-24
8.1100000000000000e+03,2.6309629069509824e-21,1.7007987741058605e-24
8.1200000000000000e+03,2.6931083043954898e-21,1.7502581959140686e-24
8.1300000000000000e+03,2.7565696143960448e-21,1.8010311815722001e-24
8.1400000000000000e+03,2.8213713298283327e-21,1.8531491737965512e-24
8.1500000000000000e+03,2.8875383327018382e-21,1.9066442837163874e-24
8.1600000000000000e+03,2.9550958991845890e-21,1.9615493033504767e-24
8.1700000000000000e+03,3.0240697046756807e-21,2.0178977182904892e-24
8.1800000000000000e+03,3.0944858289257837e-21,2.0757237205647050e-24
8.1900000000000000e+03,3.1663707612059027e-21,2.1350622136477808e-24
8.2000000000000000e+03,3.2397514055245407e-21,2.1959488134585970e-24
8.2100000000000000e+03,3.3146550858936639e-21,2.2584198762841233e-24
8.2200000000000000e+03,3.3911095516435736e-21,2.3225125148792033e-24
8.2300000000000000e+03,3.4691429827870414e-21,2.3882646122258239e-24
8.2400000000000000e+03,3.5487839954327520e-21,2.4557148355128510e-24
8.2500000000000000e+03,3.6300616472485888e-21,2.5249026503398174e-24
8.2600000000000000e+03,3.7130054429746758e-21,2.5958683351485660e-24
8.2700000000000000e+03,3.7976453399867273e-21,2.6686529958855749e-24
8.2800000000000000e+03,3.8840117539096124e-21,2.7432985808993227e-24
8.2900000000000000e+03,3.9721355642816925e-21,2.8198478960758563e-24
8.3000000000000000e+03,4.0620481202699157e-21,2.8983446188705976e-24
8.3100000000000000e+03,4.1537812464360075e-21,2.9788332942641637e-24
8.3200000000000000e+03,4.2473672485540526e-21,3.0613593525854413e-24
8.3300000000000000e+03,4.3428389194795042e-21,3.1459691397978782e-24
8.3400000000000000e+03,4.4402295450700731e-21,3.2327099340010766e-24
8.3500000000000000e+03,4.5395729101585670e-21,3.3216299617840010e-24
8.3600000000000000e+03,4.6409033045779670e-21,3.4127784148305817e-24
8.3700000000000000e+03,4.7442555292390065e-21,3.5062054667827506e-24
8.3800000000000000e+03,4.8496649022603019e-21,3.6019622903637427e-24
8.3900000000000000e+03,4.9571672651515685e-21,3.7001010747662762e-24
8.4000000000000000e+03,5.0667989890498357e-21,3.8006750433092665e-24
8.4100000000000000e+03,5.1785969810090285e-21,3.9037384713671464e-24
8.4200000000000000e+03,5.2925986903431501e-21,4.0093466961461556e-24
8.4300000000000000e+03,5.4088421150232342e-21,4.1175561093260412e-24
8.4400000000000000e+03,5.5273658081283315e-21,4.2284241972968069e-24
8.4500000000000000e+03,5.6482088843505731e-21,4.3420095673093912e-24
8.4600000000000000e+03,5.7714110265549146e-21,4.4583719664883487e-24
8.4700000000000000e+03,5.8970124923932664e-21,4.5775723011281816e-24
8.4800000000000000e+03,6.0250541209737487e-21,4.6996726562781274e-24
8.4900000000000000e+03,6.1555773395846765e-21,4.8247363156192503e-24
8.5000000000000000e+03,6.2886241704742030e-21,4.9528277816380636e-24
8.5100000000000000e+03,6.4242372376851920e-21,5.0840127961014010e-24
8.5200000000000000e+03,6.5624597739458129e-21,5.2183583608370065e-24
8.5300000000000000e+03,6.7033356276161333e-21,5.3559327580355546e-24
8.5400000000000000e+03,6.8469092696907683e-21,5.4968055453798195e-24
8.5500000000000000e+03,6.9932258008577950e-21,5.6410475683900075e-24
8.5600000000000000e+03,7.1423309586141489e-21,5.7887310102491014e-24
8.5700000000000000e+03,7.2942711244378981e-21,5.9399294156380786e-24
8.5800000000000000e+03,7.4490933310171897e-21,6.0947177130281974e-24
8.5900000000000000e+03,7.6068452695364473e-21,6.2531722372955220e-24
8.6000000000000000e+03,7.7675752970197975e-21,6.4153707526611387e-24
8.6100000000000000e+03,7.9313324437319929e-21,6.5813924759620721e-24
8.6200000000000000e+03,8.0981664206370816e-21,6.7513181002584585e-24
8.6300000000000000e+03,8.2681276269147276e-21,6.9252298187808739e-24
8.6400000000000000e+03,8.4412671575349686e-21,7.1032113492226349e-24
8.6500000000000000e+03,8.6176368108907337e-21,7.2853479507104839e-24
8.6600000000000000e+03,8.7972890964892220e-21,7.4717264046569321e-24
8.6700000000000000e+03,8.9802772427016976e-21,7.6624350650228444e-24
8.6800000000000000e+03,9.1666552045719717e-21,7.8575639023868788e-24
8.6900000000000000e+03,9.3564776716840952e-21,8.0572045296058199e-24
8.7000000000000000e+03,9.5498000760891245e-21,8.2614502277814779e-24
8.7100000000000000e+03,9.7466786002909992e-21,8.4703959725904370e-24
8.7200000000000000e+03,9.9471701852923044e-21,8.6841384609796012e-24
