Te[K],Arr[m3/s],CSC_Maxwellian[m3/s]
8.7300000000000000e+03,1.0151332538699408e-20,8.9027761382346140e-24
8.7400000000000000e+03,1.0359224142887515e-20,9.1264092254264102e-24
8.7500000000000000e+03,1.0570904263225935e-20,9.3551397472388754e-24
8.7600000000000000e+03,1.0786432956363264e-20,9.5890715599213351e-24
8.7700000000000000e+03,1.1005871078572984e-20,9.8283103490167559e-24
8.7800000000000000e+03,1.1229280294159787e-20,1.0072963625399006e-23
8.7900000000000000e+03,1.1456723083926361e-20,1.0323140802397962e-23
8.8000000000000000e+03,1.1688262753701015e-20,1.0578953231450524e-23
8.8100000000000000e+03,1.1923963442926605e-20,1.0840514231758416e-23
8.8200000000000000e+03,1.2163890133310082e-20,1.1107939120346397e-23
8.8300000000000000e+03,1.2408108657533956e-20,1.1381345242525159e-23
8.8400000000000000e+03,1.2656685708028778e-20,1.1660852002765203e-23
8.8500000000000000e+03,1.2909688845807433e-20,1.1946580895987299e-23
8.8600000000000000e+03,1.3167186509361305e-20,1.2238655539274973e-23
8.8700000000000000e+03,1.3429248023618054e-20,1.2537201704014772e-23
8.8800000000000000e+03,1.3695943608961829e-20,1.2842347342481903e-23
8.8900000000000000e+03,1.3967344390315323e-20,1.3154222555817606e-23
8.9000000000000000e+03,1.4243522406284530e-20,1.3472959644945487e-23
8.9100000000000000e+03,1.4524550618365748e-20,1.3798693184976549e-23
8.9200000000000000e+03,1.4810502920215328e-20,1.4131560059608087e-23
8.9300000000000000e+03,1.5101454146982062e-20,1.4471699495262870e-23
8.9400000000000000e+03,1.5397480084702767e-20,1.4819253095674799e-23
8.9500000000000000e+03,1.5698657479760497e-20,1.5174364876923833e-23
8.9600000000000000e+03,1.6005064048406356e-20,1.5537181302930423e-23
8.9700000000000000e+03,1.6316778486344147e-20,1.5907851321411612e-23
8.9800000000000000e+03,1.6633880478378835e-20,1.6286526400307345e-23
8.9900000000000000e+03,1.6956450708128398e-20,1.6673360564668658e-23
9.0000000000000000e+03,1.7284570867799285e-20,1.7068510402486144e-23
9.0100000000000000e+03,1.7618323668025733e-20,1.7472135030642010e-23
9.0200000000000000e+03,1.7957792847773059e-20,1.7884396204199913e-23
9.0300000000000000e+03,1.8303063184304784e-20,1.8305458372669136e-23
9.0400000000000000e+03,1.8654220503214197e-20,1.8735488718589831e-23
9.0500000000000000e+03,1.9011351688519723e-20,1.9174657196606158e-23
9.0600000000000000e+03,1.9374544692825189e-20,1.9623136573031039e-23
9.0700000000000000e+03,1.9743888547544054e-20,2.0081102465913313e-23
9.0800000000000000e+03,2.0119473373188636e-20,2.0548733385608742e-23
9.0900000000000000e+03,2.0501390389723729e-20,2.1026210775864994e-23
9.1000000000000000e+03,2.0889731926984982e-20,2.1513719055428360e-23
9.1100000000000000e+03,2.1284591435162596e-20,2.2011445656449433e-23
9.1200000000000000e+03,2.1686063495349275e-20,2.2519580982416843e-23
9.1300000000000000e+03,2.2094243830154003e-20,2.3038318440932065e-23
9.1400000000000000e+03,2.2509229314380386e-20,2.3567854565081281e-23
9.1500000000000000e+03,2.2931117985770585e-20,2.4108389060528030e-23
9.1600000000000000e+03,2.3360009055814569e-20,2.4660124849450264e-23
9.1700000000000000e+03,2.3796002920624617e-20,2.5223268115011197e-23
9.1800000000000000e+03,2.4239201171875519e-20,2.5798028346376804e-23
9.1900000000000000e+03,2.4689706607810370e-20,2.6384618384281186e-23
9.2000000000000000e+03,2.5147623244311865e-20,2.6983254467155113e-23
9.2100000000000000e+03,2.5613056326039541e-20,2.7594156277813914e-23
9.2200000000000000e+03,2.6086112337632832e-20,2.8217546990724831e-23
9.2300000000000000e+03,2.6566899014979843e-20,2.8853653291723788e-23
9.2400000000000000e+03,2.7055525356552401e-20,2.9502705302667503e-23
9.2500000000000000e+03,2.7552101634806804e-20,3.0164936716864187e-23
9.2600000000000000e+03,2.8056739407651109e-20,3.0840584892872618e-23
9.2700000000000000e+03,2.8569551529978074e-20,3.1529890903708453e-23
9.2800000000000000e+03,2.9090652165264958e-20,3.2233099586602836e-23
9.2900000000000000e+03,2.9620156797238882e-20,3.2950459593357525e-23
9.3000000000000000e+03,3.0158182241609334e-20,3.3682223441291280e-23
9.3100000000000000e+03,3.0704846657866515e-20,3.4428647564795586e-23
9.3200000000000000e+03,3.1260269561146267e-20,3.5189992367500338e-23
9.3300000000000000e+03,3.1824571834161880e-20,3.5966522275061101e-23
9.3400000000000000e+03,3.2397875739201807e-20,3.6758505787018908e-23
9.3500000000000000e+03,3.2980304930194621e-20,3.7566215432925799e-23
9.3600000000000000e+03,3.3571984464840303e-20,3.8389927757912124e-23
9.3700000000000000e+03,3.4173040816808344e-20,3.9229923509042842e-23
9.3800000000000000e+03,3.4783601888002371e-20,4.0086487703266480e-23
9.3900000000000000e+03,3.5403797020891970e-20,4.0959909682855719e-23
9.4000000000000000e+03,3.6033757010910830e-20,4.1850483171484503e-23
9.4100000000000000e+03,3.6673614118922064e-20,4.2758506330948401e-23
9.4200000000000000e+03,3.7323502083750403e-20,4.3684281818541348e-23
9.4300000000000000e+03,3.7983556134780980e-20,4.4628116845087719e-23
9.4400000000000000e+03,3.8653913004625584e-20,4.5590323233650826e-23
9.4500000000000000e+03,3.9334710941855089e-20,4.6571217478912476e-23
9.4600000000000000e+03,4.0026089723799697e-20,4.7571120785264897e-23
9.4700000000000000e+03,4.0728190669415738e-20,4.8590358947042226e-23
9.4800000000000000e+03,4.1441156652219190e-20,4.9629262485550730e-23
9.4900000000000000e+03,4.2165132113286969e-20,5.0688166807964329e-23
9.5000000000000000e+03,4.2900263074324695e-20,5.1767412269735273e-23
9.5100000000000000e+03,4.3646697150801467e-20,5.2867344236790423e-23
9.5200000000000000e+03,4.4404583565152133e-20,5.3988313148414402e-23
9.5300000000000000e+03,4.5174073160046282e-20,5.5130674580842374e-23
9.5400000000000000e+03,4.5955318411724205e-20,5.6294789311554461e-23
9.5500000000000000e+03,4.6748473443400251e-20,5.7481023384299493e-23
9.5600000000000000e+03,4.7553694038733091e-20,5.8689748174838838e-23
9.5700000000000000e+03,4.8371137655362757e-20,5.9921340457188466e-23
9.5800000000000000e+03,4.9200963438515427e-20,6.1176182371402897e-23
9.5900000000000000e+03,5.0043332234674280e-20,6.2454661326156725e-23
9.6000000000000000e+03,5.0898406605318294e-20,6.3757170261729876e-23
9.6100000000000000e+03,5.1766350840727445e-20,6.5084107755444976e-23
9.6200000000000000e+03,5.2647330973855243e-20,6.6435878090366788e-23
9.6300000000000000e+03,5.3541514794268208e-20,6.7812891324747425e-23
9.6400000000000000e+03,5.4449071862151982e-20,6.9215563362222189e-23
9.6500000000000000e+03,5.5370173522384533e-20,7.0644316022766646e-23
9.6600000000000000e+03,5.6304992918676773e-20,7.2099577114425172e-23
9.6700000000000000e+03,5.7253705007779504e-20,7.3581780505820193e-23
9.6800000000000000e+03,5.8216486573756999e-20,7.5091366199448586e-23
9.6900000000000000e+03,5.9193516242328126e-20,7.6628780391491332e-23
9.7000000000000000e+03,6.0184974495273740e-20,7.8194475314485818e-23
9.7100000000000000e+03,6.1191043684910969e-20,7.9788909330323442e-23
9.7200000000000000e+03,6.2211908048634108e-20,8.1412547190480349e-23
9.7300000000000000e+03,6.3247753723522606e-20,8.3065860117556155e-23
9.7400000000000000e+03,6.4298768761015073e-20,8.4749325881665634e-23
9.7500000000000000e+03,6.5365143141649951e-20,8.6463428877632838e-23
9.7600000000000000e+03,6.6447068789873437e-20,8.8208660202995438e-23
9.7700000000000000e+03,6.7544739588912969e-20,8.9985517736838257e-23
9.7800000000000000e+03,6.8658351395717688e-20,9.1794506219448117e-23
9.7900000000000000e+03,6.9788102055964744e-20,9.3636137332827760e-23
9.8000000000000000e+03,7.0934191419133055e-20,9.5510929782045641e-23
9.8100000000000000e+03,7.2096821353641319e-20,9.7419409289480675e-23
9.8200000000000000e+03,7.3276195762054908e-20,9.9362108383806925e-23
9.8300000000000000e+03,7.4472520596356203e-20,1.0133956672894122e-22
9.8400000000000000e+03,7.5686003873282640e-20,1.0335233129925542e-22
9.8500000000000000e+03,7.6916855689730383e-20,1.0540095646329950e-22
9.8600000000000000e+03,7.8165288238223812e-20,1.0748600406837657e-22
9.8700000000000000e+03,7.9431515822450597e-20,1.0960804352598560e-22
9.8800000000000000e+03,8.0715754872863155e-20,1.1176765189813603e-22
9.8900000000000000e+03,8.2018223962345315e-20,1.1396541398455125e-22
9.9000000000000000e+03,8.3339143821944791e-20,1.1620192241076357e-22
9.9100000000000000e+03,8.4678737356670815e-20,1.1847777771712670e-22
9.9200000000000000e+03,8.6037229661358167e-20,1.2079358844186062e-22
9.9300000000000000e+03,8.7414848036595132e-20,1.2314997094559414e-22
9.9400000000000000e+03,8.8811822004717918e-20,1.2554754939323409e-22
9.9500000000000000e+03,9.0228383325870008e-20,1.2798695615435981e-22
9.9600000000000000e+03,9.1664766014126200e-20,1.3046883191745284e-22
9.9700000000000000e+03,9.3121206353681378e-20,1.3299382578224137e-22
9.9800000000000000e+03,9.4597942915105514e-20,1.3556259535294532e-22
9.9900000000000000e+03,9.6095216571661709e-20,1.3817580683245681e-22
1.0000000000000000e+04,9.7613270515690529e-20,1.4083413511747176e-22
1.0010000000000000e+04,9.9152350275057421e-20,1.4353826389454166e-22
1.0020000000000000e+04,1.0071270372966605e-19,1.4628888573712335e-22
1.0030000000000000e+04,1.0229458112803436e-19,1.4908670220357034e-22
1.0040000000000000e+04,1.0389823510393684e-19,1.5193242386725322e-22
1.0050000000000000e+04,1.0552392069310885e-19,1.5482676998436396e-22
1.0060000000000000e+04,1.0717189535001657e-19,1.5777046883518491e-22
1.0070000000000000e+04,1.0884241896469025e-19,1.6076425802450160e-22
1.0080000000000000e+04,1.1053575387962110e-19,1.6380888458285647e-22
1.0090000000000000e+04,1.1225216490672163e-19,1.6690510506798925e-22
1.0100000000000000e+04,1.1399191934435023e-19,1.7005368566724040e-22
1.0110000000000000e+04,1.1575528699439879e-19,1.7325540230096177e-22
1.0120000000000000e+04,1.1754254017944350e-19,1.7651104072692388e-22
1.0130000000000000e+04,1.1935395375995867e-19,1.7982139664574089e-22
1.0140000000000000e+04,1.2118980515159385e-19,1.8318727580732688e-22
1.0150000000000000e+04,1.2305037434251357e-19,1.8660949411662481e-22
1.0160000000000000e+04,1.2493594391080069e-19,1.9008887747137146e-22
1.0170000000000000e+04,1.2684679904192004e-19,1.9362626155210413e-22
1.0180000000000000e+04,1.2878322754624759e-19,1.9722249238946034e-22
1.0190000000000000e+04,1.3074551987665943e-19,2.0087842653982227e-22
1.0200000000000000e+04,1.3273396914618491e-19,2.0459493119527754e-22
1.0210000000000000e+04,1.3474887114571921e-19,2.0837288429461357e-22
1.0220000000000000e+04,1.3679052436180073e-19,2.1221317463536340e-22
1.0230000000000000e+04,1.3885922999444786e-19,2.1611670198690383e-22
1.0240000000000000e+04,1.4095529197505854e-19,2.2008437720463841e-22
1.0250000000000000e+04,1.4307901698437099e-19,2.2411712234524276e-22
1.0260000000000000e+04,1.4523071447048530e-19,2.2821587078303428e-22
1.0270000000000000e+04,1.4741069666694661e-19,2.3238156728112581e-22
1.0280000000000000e+04,1.4961927861088874e-19,2.3661516755494041e-22
1.0290000000000000e+04,1.5185677816123881e-19,2.4091763852792814e-22
1.0300000000000000e+04,1.5412351601698232e-19,2.4528995883017403e-22
1.0310000000000000e+04,1.5641981573548871e-19,2.4973311892502587e-22
1.0320000000000000e+04,1.5874600375089795e-19,2.5424812122901595e-22
1.0330000000000000e+04,1.6110240939256462e-19,2.5883598023286204e-22
1.0340000000000000e+04,1.6348936490356589e-19,2.6349772262362209e-22
1.0350000000000000e+04,1.6590720545926507e-19,2.6823438740793016e-22
1.0360000000000000e+04,1.6835626918593758e-19,2.7304702603642227e-22
1.0370000000000000e+04,1.7083689717945566e-19,2.7793670252927152e-22
1.0380000000000000e+04,1.7334943352403110e-19,2.8290449360286802e-22
1.0390000000000000e+04,1.7589422531101734e-19,2.8795148855666311e-22
1.0400000000000000e+04,1.7847162265777309e-19,2.9307878879933070e-22
1.0410000000000000e+04,1.8108197872657888e-19,2.9828750856941492e-22
1.0420000000000000e+04,1.8372564974361874e-19,3.0357877522833626e-22
1.0430000000000000e+04,1.8640299501801466e-19,3.0895372938954323e-22
1.0440000000000000e+04,1.8911437696092116e-19,3.1441352504882493e-22
1.0450000000000000e+04,1.9186016110467959e-19,3.1995932971580077e-22
1.0460000000000000e+04,1.9464071612202568e-19,3.2559232454656949e-22
1.0470000000000000e+04,1.9745641384536008e-19,3.3131370447759462e-22
1.0480000000000000e+04,2.0030762928606911e-19,3.3712467836075179e-22
1.0490000000000000e+04,2.0319474065391122e-19,3.4302646909963165e-22
1.0500000000000000e+04,2.0611812937645149e-19,3.4902031376250560e-22
1.0510000000000000e+04,2.0907818011855967e-19,3.5510746308483064e-22
1.0520000000000000e+04,2.1207528080195996e-19,3.6128918150069691e-22
1.0530000000000000e+04,2.1510982262484044e-19,3.6756674791760830e-22
1.0540000000000000e+04,2.1818220008151600e-19,3.7394145588908318e-22
1.0550000000000000e+04,2.2129281098214704e-19,3.8041461375453856e-22
1.0560000000000000e+04,2.2444205647251745e-19,3.8698754478047036e-22
1.0570000000000000e+04,2.2763034105386204e-19,3.9366158730278042e-22
1.0580000000000000e+04,2.3085807260275400e-19,4.0043809487042319e-22
1.0590000000000000e+04,2.3412566239104407e-19,4.0731843639026345e-22
1.0600000000000000e+04,2.3743352510585730e-19,4.1430399627327207e-22
1.0610000000000000e+04,2.4078207886964243e-19,4.2139617458197320e-22
1.0620000000000000e+04,2.4417174526027316e-19,4.2859638698984539e-22
1.0630000000000000e+04,2.4760294933121023e-19,4.3590606402135533e-22
1.0640000000000000e+04,2.5107611963171012e-19,4.4332665182827270e-22
1.0650000000000000e+04,2.5459168822708958e-19,4.5085961269958197e-22
1.0660000000000000e+04,2.5815009071904676e-19,4.5850642521168746e-22
1.0670000000000000e+04,2.6175176626603096e-19,4.6626858437944191e-22
1.0680000000000000e+04,2.6539715760366715e-19,4.7414760180850616e-22
1.0690000000000000e+04,2.6908671106523263e-19,4.8214500584902252e-22
1.0700000000000000e+04,2.7282087660218730e-19,4.9026234175056096e-22
1.0710000000000000e+04,2.7660010780475355e-19,4.9850117181846935e-22
1.0720000000000000e+04,2.8042486192255050e-19,5.0686307557149244e-22
1.0730000000000000e+04,2.8429559988527814e-19,5.1534964989243428e-22
1.0740000000000000e+04,2.8821278632345434e-19,5.2396250853745646e-22
1.0750000000000000e+04,2.9217688958920119e-19,5.3270328177923249e-22
1.0760000000000000e+04,2.9618838177708416e-19,5.4157361751522264e-22
1.0770000000000000e+04,3.0024773874499954e-19,5.5057518153189800e-22
1.0780000000000000e+04,3.0435544013511444e-19,5.5970965766591391e-22
1.0790000000000000e+04,3.0851196939485673e-19,5.6897874796675761e-22
1.0800000000000000e+04,3.1271781379795304e-19,5.7838417286064576e-22
1.0810000000000000e+04,3.1697346446551681e-19,5.8792767131586876e-22
1.0820000000000000e+04,3.2127941638718871e-19,5.9761100100951889e-22
1.0830000000000000e+04,3.2563616844232109e-19,6.0743593849555557e-22
1.0840000000000000e+04,3.3004422342121627e-19,6.1740427937440152e-22
1.0850000000000000e+04,3.3450408804640927e-19,6.2751783833316565e-22
1.0860000000000000e+04,3.3901627299400044e-19,6.3777844813826442e-22
1.0870000000000000e+04,3.4358129291503858e-19,6.4818796027649943e-22
1.0880000000000000e+04,3.4819966645694744e-19,6.5874824581906520e-22
1.0890000000000000e+04,3.5287191628500088e-19,6.6946119560134718e-22
1.0900000000000000e+04,3.5759856910384931e-19,6.8032872039598486e-22
1.0910000000000000e+04,3.6238015567908696e-19,6.9135275108730482e-22
1.0920000000000000e+04,3.6721721085886887e-19,7.0253523884723558e-22
1.0930000000000000e+04,3.7211027359557750e-19,7.1387815531261387e-22
1.0940000000000000e+04,3.7705988696752774e-19,7.2538349276402850e-22
1.0950000000000000e+04,3.8206659820072358e-19,7.3705326430605868e-22
1.0960000000000000e+04,3.8713095869066110e-19,7.4888950404819133e-22
1.0970000000000000e+04,3.9225352402417059e-19,7.6089426670000517e-22
1.0980000000000000e+04,3.9743485400131144e-19,7.7306962667529001e-22
1.0990000000000000e+04,4.0267551265730462e-19,7.8541767952468047e-22
1.1000000000000000e+04,4.0797606828451581e-19,7.9794054238076087e-22
1.1010000000000000e+04,4.1333709345447707e-19,8.1064035414170456e-22
1.1020000000000000e+04,4.1875916503995760e-19,8.2351927565655979e-22
1.1030000000000000e+04,4.2424286423707256e-19,8.3657948991183176e-22
1.1040000000000000e+04,4.2978877658744176e-19,8.4982320221965892e-22
1.1050000000000000e+04,4.3539749200038350e-19,8.6325264040750816e-22
1.1060000000000000e+04,4.4106960477515870e-19,8.7687005500936205e-22
1.1070000000000000e+04,4.4680571362325408e-19,8.9067771945850036e-22
1.1080000000000000e+04,4.5260642169070461e-19,9.0467793020720511e-22
1.1090000000000000e+04,4.5847233658046422e-19,9.1887300556184926e-22
1.1100000000000000e+04,4.6440407037480933e-19,9.3326528592542848e-22
1.1110000000000000e+04,4.7040223965779691e-19,9.4785713516222410e-22
1.1120000000000000e+04,4.7646746553774508e-19,9.6265094083573319e-22
1.1130000000000000e+04,4.8260037366977526e-19,9.7764911440468867e-22
1.1140000000000000e+04,4.8880159427837329e-19,9.9285409142071001e-22
1.1150000000000000e+04,4.9507176218001189e-19,1.0082683317274302e-21
1.1160000000000000e+04,5.0141151680579138e-19,1.0238943196612283e-21
1.1170000000000000e+04,5.0782150222414191e-19,1.0397345642535426e-21
1.1180000000000000e+04,5.1430236716354265e-19,1.0557915994347762e-21
1.1190000000000000e+04,5.2085476503529952e-19,1.0720679842398960e-21
1.1200000000000000e+04,5.2747935395634721e-19,1.0885663025491838e-21
1.1210000000000000e+04,5.3417679677209742e-19,1.1052891615878644e-21
1.1220000000000000e+04,5.4094776107932121e-19,1.1222391935334560e-21
1.1230000000000000e+04,5.4779291924906891e-19,1.1394190563021518e-21
1.1240000000000000e+04,5.5471294844963412e-19,1.1568314337560391e-21
1.1250000000000000e+04,5.6170853066953944e-19,1.1744790359116889e-21
1.1260000000000000e+04,5.6878035274057814e-19,1.1923645991505877e-21
1.1270000000000000e+04,5.7592910636087676e-19,1.2104908864308937e-21
1.1280000000000000e+04,5.8315548811800127e-19,1.2288606875011094e-21
1.1290000000000000e+04,5.9046019951209646e-19,1.2474768191152398e-21
1.1300000000000000e+04,5.9784394697906283e-19,1.2663421252497044e-21
1.1310000000000000e+04,6.0530744191376295e-19,1.2854594772911809e-21
1.1320000000000000e+04,6.1285140069327246e-19,1.3048317728499339e-21
1.1330000000000000e+04,6.2047654470015638e-19,1.3244619352965750e-21
1.1340000000000000e+04,6.2818360034578488e-19,1.3443529157418905e-21
1.1350000000000000e+04,6.3597329909367441e-19,1.3645076933997706e-21
1.1360000000000000e+04,6.4384637748288133e-19,1.3849292758070090e-21
1.1370000000000000e+04,6.5180357715140253e-19,1.4056206990449413e-21
1.1380000000000000e+04,6.5984564485963050e-19,1.4265850279625207e-21
1.1390000000000000e+04,6.6797333251383138e-19,1.4478253564013540e-21
1.1400000000000000e+04,6.7618739718965724e-19,1.4693448074222953e-21
1.1410000000000000e+04,6.8448860115568533e-19,1.4911465335337166e-21
1.1420000000000000e+04,6.9287771189699933e-19,1.5132337169217203e-21
1.1430000000000000e+04,7.0135550213879185e-19,1.5356095693528665e-21
1.1440000000000000e+04,7.0992274987000160e-19,1.5582773301443150e-21
1.1450000000000000e+04,7.1858023836698128e-19,1.5812402676069869e-21
1.1460000000000000e+04,7.2732875621719980e-19,1.6045016804122991e-21
1.1470000000000000e+04,7.3616909734296261e-19,1.6280648978298608e-21
1.1480000000000000e+04,7.4510206102517470e-19,1.6519332799602875e-21
1.1490000000000000e+04,7.5412845192712251e-19,1.6761102179697844e-21
1.1500000000000000e+04,7.6324908011829633e-19,1.7005991343265564e-21
1.1510000000000000e+04,7.7246476109822745e-19,1.7254034830388183e-21
1.1520000000000000e+04,7.8177631582036173e-19,1.7505267498947671e-21
1.1530000000000000e+04,7.9118457071596389e-19,1.7759724527042071e-21
1.1540000000000000e+04,8.0069035771804049e-19,1.8017441415359781e-21
1.1550000000000000e+04,8.1029451428529775e-19,1.8278453976690960e-21
1.1560000000000000e+04,8.1999788342611891e-19,1.8542798321345476e-21
1.1570000000000000e+04,8.2980131372258066e-19,1.8810510883228785e-21
1.1580000000000000e+04,8.3970565935447892e-19,1.9081628426044670e-21
1.1590000000000000e+04,8.4971178012339249e-19,1.9356188045738418e-21
1.1600000000000000e+04,8.5982054147677427e-19,1.9634227172956678e-21
1.1610000000000000e+04,8.7003281453205336e-19,1.9915783575525518e-21
1.1620000000000000e+04,8.8034947610077628e-19,2.0200895360947481e-21
1.1630000000000000e+04,8.9077140871276525e-19,2.0489600978916026e-21
1.1640000000000000e+04,9.0129950064030837e-19,2.0781939223847697e-21
1.1650000000000000e+04,9.1193464592235958e-19,2.1077949237436530e-21
1.1660000000000000e+04,9.2267774438877883e-19,2.1377670509237256e-21
1.1670000000000000e+04,9.3352970168457740e-19,2.1681142852811227e-21
1.1680000000000000e+04,9.4449142929420714e-19,2.1988406413846141e-21
1.1690000000000000e+04,9.5556384456585553e-19,2.2299501692229434e-21
1.1700000000000000e+04,9.6674787073576650e-19,2.2614469545079442e-21
1.1710000000000000e+04,9.7804443695258801e-19,2.2933351189320602e-21
1.1720000000000000e+04,9.8945447830173338e-19,2.3256188204276350e-21
1.1730000000000000e+04,1.0009789358297780e-18,2.3583022534281609e-21
1.1740000000000000e+04,1.0126187565688532e-18,2.3913896491312495e-21
1.1750000000000000e+04,1.0243748935610873e-18,2.4248852757636793e-21
1.1760000000000000e+04,1.0362483058830445e-18,2.4587934388482512e-21
1.1770000000000000e+04,1.0482399586702002e-18,2.4931184814727794e-21
1.1780000000000000e+04,1.0603508231414181e-18,2.5278647835143886e-21
1.1790000000000000e+04,1.0725818766234688e-18,2.5630367590258511e-21
1.1800000000000000e+04,1.0849341025755450e-18,2.5986388592714244e-21
1.1810000000000000e+04,1.0974084906138145e-18,2.6346755738422759e-21
1.1820000000000000e+04,1.1100060365359680e-18,2.6711514309254880e-21
1.1830000000000000e+04,1.1227277423458080e-18,2.7080709975747901e-21
1.1840000000000000e+04,1.1355746162778475e-18,2.7454388799833523e-21
1.1850000000000000e+04,1.1485476728219119e-18,2.7832597237583619e-21
1.1860000000000000e+04,1.1616479327477791e-18,2.8215382141977335e-21
1.1870000000000000e+04,1.1748764231298211e-18,2.8602790765685841e-21
1.1880000000000000e+04,1.1882341773716672e-18,2.8994870763879503e-21
1.1890000000000000e+04,1.2017222352308801e-18,2.9391670196120901e-21
1.1900000000000000e+04,1.2153416428436486e-18,2.9793237501491830e-21
1.1910000000000000e+04,1.2290934527495003e-18,3.0199621495007662e-21
1.1920000000000000e+04,1.2429787239160136e-18,3.0610871400236557e-21
1.1930000000000000e+04,1.2569985217635666e-18,3.1027036853893599e-21
1.1940000000000000e+04,1.2711539181900739e-18,3.1448167908660481e-21
1.1950000000000000e+04,1.2854459915957638e-18,3.1874315036029973e-21
1.1960000000000000e+04,1.2998758269079413e-18,3.2305529129166977e-21
1.1970000000000000e+04,1.3144445156057906e-18,3.2741861505790038e-21
1.1980000000000000e+04,1.3291531557451668e-18,3.3183363911074771e-21
1.1990000000000000e+04,1.3440028519834120e-18,3.3630088520575306e-21
1.2000000000000000e+04,1.3589947156041882e-18,3.4082087943168582e-21
1.2010000000000000e+04,1.3741298645423072e-18,3.4539415216498705e-21
1.2020000000000000e+04,1.3894094234085786e-18,3.5002123770332837e-21
1.2030000000000000e+04,1.4048345235146686e-18,3.5470267455853414e-21
1.2040000000000000e+04,1.4204063028979740e-18,3.5943900565559772e-21
1.2050000000000000e+04,1.4361259063464994e-18,3.6423077836235023e-21
1.2060000000000000e+04,1.4519944854237412e-18,3.6907854451904084e-21
1.2070000000000000e+04,1.4680131984935856e-18,3.7398286046809473e-21
1.2080000000000000e+04,1.4841832107452302e-18,3.7894428708408065e-21
1.2090000000000000e+04,1.5005056942180747e-18,3.8396338980388984e-21
1.2100000000000000e+04,1.5169818278266640e-18,3.8904073865712996e-21
1.2110000000000000e+04,1.5336127973856131e-18,3.9417690829672414e-21
1.2120000000000000e+04,1.5503997956345445e-18,3.9937247802705728e-21
1.2130000000000000e+04,1.5673440222630411e-18,4.0462803157480748e-21
1.2140000000000000e+04,1.5844466839355885e-18,4.0994415688440539e-21
1.2150000000000000e+04,1.6017089943165420e-18,4.1532144655630015e-21
1.2160000000000000e+04,1.6191321740950945e-18,4.2076049792687793e-21
1.2170000000000000e+04,1.6367174510102391e-18,4.2626191309918240e-21
1.2180000000000000e+04,1.6544660598757524e-18,4.3182629897380072e-21
1.2190000000000000e+04,1.6723792426051784e-18,4.3745426727996848e-21
1.2200000000000000e+04,1.6904582482368063e-18,4.4314643460691785e-21
1.2210000000000000e+04,1.7087043329586719e-18,4.4890342243538497e-21
1.2220000000000000e+04,1.7271187601335405e-18,4.5472585716939430e-21
1.2230000000000000e+04,1.7457028003239255e-18,4.6061437016821608e-21
1.2240000000000000e+04,1.7644577313170651e-18,4.6656959773114823e-21
1.2250000000000000e+04,1.7833848381499470e-18,4.7259218065760720e-21
1.2260000000000000e+04,1.8024854131343037e-18,4.7868276445103784e-21
1.2270000000000000e+04,1.8217607558816380e-18,4.8484199964927455e-21
1.2280000000000000e+04,1.8412121733282178e-18,4.9107054186068834e-21
1.2290000000000000e+04,1.8608409797600935e-18,4.9736905179624127e-21
1.2300000000000000e+04,1.8806484968381234e-18,5.0373819530169999e-21
1.2310000000000000e+04,1.9006360536229836e-18,5.1017864339010824e-21
1.2320000000000000e+04,1.9208049866001726e-18,5.1669107227445437e-21
1.2330000000000000e+04,1.9411566397050470e-18,5.2327616340056051e-21
1.2340000000000000e+04,1.9616923643478280e-18,5.2993460348021569e-21
1.2350000000000000e+04,1.9824135194386142e-18,5.3666708452435317e-21
1.2360000000000000e+04,2.0033214714124021e-18,5.4347430366067485e-21
1.2370000000000000e+04,2.0244175942541045e-18,5.5035696272682429e-21
1.2380000000000000e+04,2.0457032695235480e-18,5.5731576879724317e-21
1.2390000000000000e+04,2.0671798863804954e-18,5.6435143433024144e-21
1.2400000000000000e+04,2.0888488416096567e-18,5.7146467720108807e-21
1.2410000000000000e+04,2.1107115396456805e-18,5.7865622073538674e-21
1.2420000000000000e+04,2.1327693925981734e-18,5.8592679374264666e-21
1.2430000000000000e+04,2.1550238202766826e-18,5.9327713055004718e-21
1.2440000000000000e+04,2.1774762502157136e-18,6.0070797103650460e-21
1.2450000000000000e+04,2.2001281176996950e-18,6.0822006066687252e-21
1.2460000000000000e+04,2.2229808657879985e-18,6.1581415052647932e-21
1.2470000000000000e+04,2.2460359453398914e-18,6.2349099733131916e-21
1.2480000000000000e+04,2.2692948150395353e-18,6.3125136295924898e-21
1.2490000000000000e+04,2.2927589414209482e-18,6.3909601447523274e-21
1.2500000000000000e+04,2.3164297988929814e-18,6.4702572463069155e-21
1.2510000000000000e+04,2.3403088697642684e-18,6.5504127191748983e-21
1.2520000000000000e+04,2.3643976442682004e-18,6.6314344060234398e-21
1.2530000000000000e+04,2.3886976205878490e-18,6.7133302076152508e-21
1.2540000000000000e+04,2.4132103048809230e-18,6.7961080831572547e-21
1.2550000000000000e+04,2.4379372113047096e-18,6.8797760506519399e-21
1.2560000000000000e+04,2.4628798620409834e-18,6.9643421872509503e-21
1.2570000000000000e+04,2.4880397873209316e-18,7.0498146296110131e-21
1.2580000000000000e+04,2.5134185254500725e-18,7.1362015742525977e-21
1.2590000000000000e+04,2.5390176228331510e-18,7.2235112763369638e-21
1.2600000000000000e+04,2.5648386339990304e-18,7.3117520436521259e-21
