4600, 228.46802354234796
4799.999999999998, 655.5399468811961
5000, 1627.3344279214757
5200, 3067.944763157304
5400, 5646.553226417234
5600, 10921.17247023437
5799.999999999998, 19715.979334896474
6000, 33979.13182273422
6199.999999999998, 49769.21730642997
6400, 75786.25943964842
6600, 105930.12342421795
6800, 151764.50757750598
7000, 217000.39815087256
7199.999999999998, 277754.29937436787
7400, 368327.4048157212
7599.999999999998, 494338.0950790945
7800, 633570.8011957225
7999.999999999998, 843178.60543255
8200, 1234504.6809151722
8400, 1726887.0309629703
8599.999999999998, 2230826.3094387264
8799.999999999998, 3086378.9798198934
9000, 4342012.925805592
9200, 6057507.039798016
9399.999999999998, 8558015.249187918
9599.999999999998, 11735793.979133463
9800, 15948855.298816169
9999.999999999998, 21685312.766541775
10199.999999999998, 28293437.302941002
10400, 34932011.95770936
10600, 45579669.62370314
10799.999999999998, 61584367.08625491
10999.999999999998, 76379238.33177134
11200, 95454722.06973787
11399.999999999998, 117892824.02220371
11599.999999999998, 152168332.01159376
11799.999999999998, 179352029.1232454
12000, 221472171.1753137
12199.999999999998, 267002264.450278
12399.999999999998, 312972108.45571315
12599.999999999998, 371698962.0442178
12799.999999999995, 439670229.4853653
12999.999999999998, 503275508.40517855
13199.999999999998, 574625124.0752918
13399.999999999998, 667430175.9341729
13599.999999999995, 736783956.3702086
13799.999999999998, 831313934.4640942
13999.999999999998, 942731540.9136423
14199.999999999998, 1026165625.1585674
14399.999999999995, 1124076704.4467773
14599.999999999998, 1236658852.0954444
14799.999999999998, 1335227551.2544065
14999.999999999995, 1424265436.9924138
15199.999999999998, 1557384133.8478773
15399.999999999998, 1671766903.8486338
15599.999999999998, 1746563721.849196
15799.999999999995, 1880219238.3775082
15999.999999999998, 1977349114.10114
16199.999999999998, 2049602746.2837305
16399.999999999993, 2170771823.40732
16600, 2253814900.530057
16800, 2315386284.539374
17000, 2396570220.632273
17199.999999999993, 2461911421.0451913
17400, 2513906983.328808
17600, 2562998031.886242
17799.999999999993, 2572096681.194269
17999.999999999993, 2563345584.3439894
18200, 2585747425.6267395
18400, 2572096681.194269
18599.999999999993, 2572096681.194269
18800, 2572096681.194269
19000, 2572096681.194269
19199.999999999993, 2585716390.929224
19399.999999999993, 2572096679.269421
19600, 2572096680.3339825
19800, 2562742303.8259234
19999.999999999993, 2535991904.9431834
20200, 2500393935.2862744
20400, 2490789783.3572483
20599.999999999993, 2465295657.7243853
20799.999999999993, 2465295662.8408566
21000, 2463677018.4613347
21200, 2444053456.4796104
21399.999999999993, 2417857894.8459706
21599.999999999993, 2370308731.1762075
21799.999999999993, 2352782777.7757382
22000, 2384254171.9533825
22200, 2327690512.759029
22400, 2300770660.4043126
22600, 2286207198.646418
22799.999999999993, 2295325274.0061493
22999.999999999993, 2233022135.3622513
23199.999999999993, 2233022133.696395
23399.999999999993, 2201676982.2634807
23600, 2220851214.954936
23800, 2213316938.639354
24000, 2201676981.536922
24199.999999999993, 2225393363.1392765
24399.999999999993, 2201213783.824232
24599.999999999993, 2204937318.365515
24799.999999999993, 2184092082.8968487
