nprocs: 1 timestamp 03/24/2024, 19:18:11 
{'sp_order': 3, 'spline_qpts': 5, 'Nr': 127, 'l_max': 1, 'ev_max': 16, 'n_grids': 4, 'n_sub_clusters': 256, 'dt': 0.01, 'cycles': 2.0, 'solver_type': 'steady-state', 'atol': 1e-08, 'rtol': 1e-08, 'max_iter': 100, 'tps_bte_max_iter': 1, 'bte_solve_freq': 2, 'ee_collisions': 0, 'use_gpu': 1, 'dev_id': 0, 'collisions': '/scratch1/03727/tg830270/tps-venv/frontera/tps-venv/tps/boltzmann/BESolver/python/lxcat_data/eAr_crs.6sp_Tg_0.5eV', 'export_csv': 1, 'plot_data': 1, 'Efreq': 6000000.0, 'verbose': 1, 'Te': 0.5, 'threads': 4, 'grid_idx': 0, 'output_dir': 'rates_bte1', 'out_fname': 'rates_bte1/ss_ee_0', 'rand_seed': 0, 'use_clstr_inp': True}
Nv,Nx,bte_setup_min,bte_setup_mean,bte_setup_max,bte_fetch_min,bte_fetch_mean,bte_fetch_max,bte_solve_min,bte_solve_mean,bte_solve_max,bte_push_min,bte_push_mean,bte_push_max,tps_setup_min,tps_setup_mean,tps_setup_max,tps_fetch_min,tps_fetch_mean,tps_fetch_max,tps_solve_min,tps_solve_mean,tps_solve_max,tps_push_min,tps_push_mean,tps_push_max
2.5600E+02,1.0240E+03,1.0141E+02,1.0141E+02,1.0141E+02,2.4417E-01,2.4417E-01,2.4417E-01,3.7899E+00,3.7899E+00,3.7899E+00,5.4900E-02,5.4900E-02,5.4900E-02,9.0775E+01,9.0775E+01,9.0775E+01,6.8066E-03,6.8066E-03,6.8066E-03,1.1876E-01,1.1876E-01,1.1876E-01,1.1826E-02,1.1826E-02,1.1826E-02
---
