n0,ne/n0,(Ar)/n0,(Ar*(1))/n0,(Ar*(2))/n0,(Ar*(3))/n0,Tg,E,energy,mobility,diffusion,C0,C1,C2,C3,C4,C5,C6,C7
3.22e+22,0.0008810652654320017,0.9991186287560155,1.4604915797881973e-07,4.203192544297021e-08,1.1789746890460909e-07,6954.243930858731,0.5166793037044161,0.9024409776418076,6.041237317398482e+24,2.0900085865309317e+25,1.0115027124451059e-14,5.021454844036137e-24,6.3802240320971695e-24,6.128124645706692e-26,1.3522598824588536e-25,6.632565557425694e-17,8.725196809007301e-17,3.674972200611933e-15
3.22e+22,0.000529714248495989,0.9994700823109914,8.097759681640949e-08,2.240608480684271e-08,1.0005683112510752e-07,6102.208712058329,0.3238709326726397,0.7911949714100702,4.58551859041844e+24,2.2534308333253837e+25,8.45539844852308e-15,3.1952387494079577e-25,3.899497752741401e-25,4.006682080093445e-27,7.061243925045383e-26,2.3133470019958865e-17,3.1522969221640405e-17,1.7217097108335871e-15
3.22e+22,0.0009119886161777132,0.9990877072807264,1.5548216893375418e-07,4.7330925876604444e-08,1.01290001067999e-07,7206.7700488505725,2.8549692329004857,1.0478957513044922,2.852233349659483e+25,1.9108779323854167e+25,1.2372473941709506e-14,7.287485145932203e-23,9.861137059462001e-23,1.2485666008757735e-24,5.407563436458656e-25,1.8955926008986484e-16,2.409154047816124e-16,7.913691767204107e-15
3.22e+22,0.0007636066445841249,0.9992361325255978,1.1866663131043409e-07,3.351378341537872e-08,1.0864940345729821e-07,6731.794358597187,0.8075076708736821,0.8833557933770534,9.794264734100628e+24,2.1162310326531177e+25,9.826359709593235e-15,3.2615407896558167e-24,4.092466796053096e-24,3.719042592556817e-26,1.1421928293140823e-25,5.637734128614361e-17,7.45661512901524e-17,3.2670641605894825e-15
3.22e+22,0.00043090290086022793,0.99956891232536,6.924878770309475e-08,1.8988093316730637e-08,9.653689886707396e-08,5778.015211810376,0.08258724371009382,0.7465575487536121,1.2734634756989208e+24,2.3268583567402783e+25,7.804806259262794e-15,8.629213536050227e-26,1.1019805661701343e-25,1.90636894266139e-27,5.608905844106421e-26,1.392381511067999e-17,1.9302118476147265e-17,1.1988213395282716e-15
3.22e+22,0.0022598175948930713,0.9977387197214335,8.619326890917569e-07,3.415194903040694e-07,2.5923149409736934e-07,8513.25340886199,6.2733914096721,1.3129009864457852,4.56243953086382e+25,1.6558004878528695e+25,1.6781722854512495e-14,2.267789180423524e-21,3.4770309868786056e-21,7.491640537964225e-23,7.845021776268158e-23,7.202343551098612e-16,8.769186616923926e-16,2.1381926047919255e-14
3.22e+22,0.0009933526556628175,0.9990062850174187,2.0348330374395498e-07,7.033100843722192e-08,8.851260632026826e-08,7587.8464515272435,5.14829228620498,1.221704407721629,4.3652815961795035e+25,1.7352076638126566e+25,1.521753864231637e-14,7.7439276037618e-22,1.1213392396801158e-21,1.9026206757495745e-23,1.0967161340835852e-23,4.84264527720791e-16,5.971307856197262e-16,1.5872691381046838e-14
3.22e+22,0.001099910133523508,0.9988996793852818,2.2250381911718894e-07,7.232444342911337e-08,1.1565293221340508e-07,7509.244604468834,0.7266184704220262,0.9760248768118664,7.664958199825764e+24,1.995099220194003e+25,1.1243999582615494e-14,2.1965445920612392e-23,2.9010569062686255e-23,3.3190285437957852e-25,2.505795742825905e-25,1.1716611713302292e-16,1.512668839506919e-16,5.5603010993209476e-15
3.22e+22,0.0008599267512877023,0.9991397785982927,1.403447780219838e-07,4.0379265657590755e-08,1.1392637597771663e-07,6937.9667321461575,1.0389879917454774,0.9168559638474433,1.197842375049147e+25,2.0706586081085183e+25,1.0334167146052746e-14,6.77749030860049e-24,8.656451116476013e-24,8.457033719270918e-26,1.3803071704943445e-25,7.465946829906441e-17,9.783126934474494e-17,4.0045157116908956e-15
3.22e+22,0.0016874383382418138,0.9983117499617825,4.514303480911514e-07,1.5095522966911958e-07,2.0931439779799718e-07,7895.502748110693,1.0010715507808887,1.0260490644084694,9.637110771996948e+24,1.935668968915018e+25,1.2026668735782068e-14,5.435026035808815e-23,7.418673950935669e-23,9.962849542509703e-25,6.487143485597017e-25,1.6492221421460774e-16,2.1055282472706436e-16,7.142950523062374e-15
3.22e+22,0.0005895649332075965,0.9994102199456366,8.882810082147659e-08,2.4656190393189597e-08,1.016368645775673e-07,6284.132436671365,0.19808638202529721,0.8124343132136729,2.695422678444468e+24,2.2201632622712895e+25,8.768026444799533e-15,5.7191417704579e-25,6.985089494363793e-25,6.460952473071435e-27,8.050263448256154e-26,2.8901361466246915e-17,3.90886810572462e-17,2.0192391986661547e-15
3.22e+22,0.00107582537141315,0.9989237774344256,2.0216482949207328e-07,6.067969629900391e-08,1.3434963540538193e-07,7270.06083606609,0.5539498877403531,0.9421948918037328,6.073688848968521e+24,2.037561136014684e+25,1.0721745929026199e-14,1.1549069785412105e-23,1.5018468545091148e-23,1.603911955508818e-25,1.8990935866450179e-25,9.116103807186326e-17,1.1866879149736892e-16,4.630166484469857e-15
3.22e+22,0.0004433278286296485,0.9995564863748652,7.024866423980394e-08,1.930022846782528e-08,9.624761258165705e-08,5827.702243725642,0.04055607979135999,0.7527641345282644,6.177976221009292e+23,2.3163535550241806e+25,7.894743105243006e-15,1.0429891613676957e-25,1.317752338538395e-25,2.095449708906172e-27,5.895330895986569e-26,1.4994449459677613e-17,2.0734091764134992e-17,1.2636760177757856e-15
3.22e+22,0.0013487892603743664,0.9986506460819335,3.080388213915037e-07,1.0015096265267037e-07,1.564679081715446e-07,7660.23455389404,2.114814635981745,1.0464623181129742,2.036560249238869e+25,1.9124869528441188e+25,1.2349728953889006e-14,7.428308899137664e-23,1.0169287267326658e-22,1.3740368165773786e-24,7.4279257431115035e-25,1.8789310576281517e-16,2.3886345142234335e-16,7.861976337627168e-15
3.22e+22,0.000742746011007288,0.9992570246409647,1.2727946380356528e-07,4.362508318482235e-08,5.844348109745255e-08,7368.084775814285,6.098434408141741,1.2682882433019107,5.129013994684018e+25,1.6936737790907636e+25,1.6009930567762277e-14,1.2443271006699678e-21,1.8070313825308196e-21,3.073557069018832e-23,1.648385079591791e-23,5.968848984130763e-16,7.311290046817223e-16,1.8568344953576916e-14
3.22e+22,0.0010984920430797517,0.9989008951796235,3.7503118845769914e-07,1.6645884522033788e-07,7.128726323395032e-08,8191.969432646783,9.51836849786824,1.447733533908439,6.7312426971649485e+25,1.5509565444310458e+25,1.918919712114983e-14,7.12093515270333e-21,1.1096853782693931e-20,2.4952164778548356e-22,2.456848427077763e-22,1.184964017065551e-15,1.420365339385793e-15,3.118730651367851e-14
3.22e+22,0.001293704017616125,0.9987057434436503,3.133562318337401e-07,1.0975222638868855e-07,1.2943027526626026e-07,7800.275080833563,2.2762993465601737,1.07040848525714,2.150352161410669e+25,1.8860360362376608e+25,1.2731515478124115e-14,1.0738387115164765e-22,1.4829781874145458e-22,2.0788337618797576e-24,1.069677643608287e-24,2.1763279104336041e-16,2.7535267090653996e-16,8.7611482399797e-15
3.22e+22,0.00019816314186172428,0.9998017997794728,1.440382257946237e-08,3.998690469325783e-09,1.86761526381552e-08,5852.28497790111,6.43588089875599,1.233222280651112,6.401823231540795e+25,1.7246208791704266e+25,1.5411066412170588e-14,6.078771440111771e-22,8.048710715236984e-22,8.516589807555389e-24,1.235458711120792e-24,5.09151179017952e-16,6.269702831832929e-16,1.649801498119734e-14
3.22e+22,0.0006489669163741559,0.9993508061372555,9.728988313413444e-08,2.712151287371889e-08,1.0253497445885087e-07,6459.967410794829,0.71583641513706,0.8469530750438918,9.227507822830827e+24,2.168252113113508e+25,9.280341119202289e-15,1.3764394704497004e-24,1.6954616391929065e-24,1.466179978493042e-26,9.163316324604609e-26,4.055181576051322e-17,5.422707629257091e-17,2.575675094275253e-15
3.22e+22,0.000311120244842039,0.99968882042062,2.6451887730779764e-08,7.704252260530685e-09,2.517839801146794e-08,6390.1071898179,9.390255724890379,1.418142420117147,7.7066012562671156e+25,1.5726610551184141e+25,1.864900462450742e-14,4.209283862077866e-21,6.054859800326336e-21,9.572906745170864e-23,3.518223877862069e-23,1.0678071951272032e-15,1.2844039880565362e-15,2.8839629901753985e-14
3.22e+22,0.0005178569621126124,0.9994818789110594,9.885038541662608e-08,2.7159057319893385e-08,1.3811738510347975e-07,5786.8545731605955,0.556359099137983,0.7577053021268947,8.272144900517327e+24,2.3080595413041816e+25,7.966463939620342e-15,1.2291023853858031e-25,1.5546655300065352e-25,2.403992370680778e-27,6.566057007610409e-26,1.5891217164098972e-17,2.193096641438894e-17,1.3170400232483854e-15
3.22e+22,0.000921307766601156,0.9990783815026065,1.5790007626042003e-07,4.779507216240095e-08,1.0503564378991303e-07,7187.341730752625,0.7019670140986329,0.9361787146231662,7.865694759124348e+24,2.045316290115489e+25,1.0629448164737289e-14,1.0105187863030779e-23,1.304477069426133e-23,1.3380287219381458e-25,1.6022987868053821e-25,8.70216574603996e-17,1.1345423234824986e-16,4.476197401381758e-15
3.22e+22,0.0008090931429761601,0.9991906308839255,1.2840318367118996e-07,3.6553711183071105e-08,1.1101620350382305e-07,6832.504071837484,0.916128164215021,0.8994913012781993,1.0840195623768061e+25,2.094015391632752e+25,1.0070301663006702e-14,4.6701993579600266e-24,5.90962036214296e-24,5.547178958013074e-26,1.2427129195920599e-25,6.47069065765325e-17,8.519246376292416e-17,3.6097930535165645e-15
3.22e+22,0.001838174261379171,0.9981607009899923,6.713094554952083e-07,2.759354962748174e-07,1.7750367669467447e-07,8420.518508938016,7.40531159008148,1.361619299708111,5.293237886479811e+25,1.61632629426192e+25,1.763838731892489e-14,3.571021832685641e-21,5.5294148075448746e-21,1.2294398917623922e-22,1.3125273658837003e-22,8.71723237699298e-16,1.0549846955874316e-15,2.469899821921876e-14
3.22e+22,0.0025014906993972193,0.9974969275909257,9.093026329886345e-07,3.3162776633652535e-07,3.407792779286292e-07,8417.050597994003,0.7005920712751199,1.0742145151219682,6.213588742352943e+24,1.8819057058623536e+25,1.2792498570381029e-14,1.196178255560879e-22,1.6805867374685946e-22,2.5776094950406643e-24,1.8053594014666586e-24,2.226698267251706e-16,2.8151367978700873e-16,8.909961153733353e-15
3.22e+22,0.0017515759687811603,0.9982475567853629,4.864556653852148e-07,1.654061843891855e-07,2.1538400627223982e-07,7965.8708131921,1.8456884135487388,1.0634059740452084,1.7065333590487104e+25,1.8936913954170253e+25,1.2619562470356174e-14,9.899417470668199e-23,1.374037311724746e-22,1.985305118033899e-24,1.1947344219491565e-24,2.086276057644171e-16,2.643202879033172e-16,8.492099990207908e-15
3.22e+22,0.0005959691277327728,0.9994038696176022,7.725495122735252e-08,2.2840342256873608e-08,6.115937160116281e-08,6810.034584981895,4.099315107556449,1.104952578360203,4.054640014711682e+25,1.849202089653608e+25,1.3287619437825908e-14,1.606122659104004e-22,2.183903605932001e-22,2.7775326915995463e-24,8.980596186519714e-25,2.6599100818543515e-16,3.343704742412273e-16,1.0163701703426468e-14
3.22e+22,0.0005739505862423394,0.9994257999308448,1.5486428973012805e-07,6.855787237734276e-08,2.6060750765546052e-08,7758.045231174975,11.594688147762689,1.527988992085233,8.288054282957818e+25,1.4944909065633534e+25,2.0676231417910292e-14,1.1718354164793402e-20,1.8032749188068932e-20,3.805672111104066e-22,2.8779771615962228e-22,1.5297510383425773e-15,1.819301674572704e-15,3.79239297180655e-14
3.22e+22,0.0015269156888066894,0.9984723490401066,4.2383954042761176e-07,1.5384912325699516e-07,1.5758242300604696e-07,8006.107876912932,2.292954719400064,1.0904061049433684,2.0923674525113607e+25,1.864535055590616e+25,1.3052719740845769e-14,1.4690688321378833e-22,2.0547416616292005e-22,3.0562712111989063e-24,1.7189182959092204e-24,2.4488694117693194e-16,3.086511853775749e-16,9.558731510831638e-15
3.22e+22,0.0018458224349310003,0.9981530727499552,6.567404385706744e-07,2.6517790192349906e-07,1.828967731132473e-07,8385.31583295734,7.012067613953529,1.3438407830427532,5.077640684922594e+25,1.6305082114888572e+25,1.7324022883713304e-14,3.018742108866114e-21,4.648619206709999e-21,1.0134996189050165e-22,1.0449528900484475e-22,8.1428956014558255e-16,9.875999146584385e-16,2.345820344097237e-14
3.22e+22,0.0007867923315039338,0.9992129369187032,1.24027435878704e-07,3.508564487875924e-08,1.1163671215226412e-07,6766.7866001473485,0.40399765006881877,0.8767472865726851,4.923810380286203e+24,2.1254765025225334e+25,9.726794280267453e-15,2.8225663601508573e-24,3.536435015975382e-24,3.216388530638055e-26,1.1429802554969728e-25,5.3209877635588516e-17,7.051206271513776e-17,3.133267758918228e-15
3.22e+22,0.0025705628808975756,0.9974278155027679,9.236250918064459e-07,3.281111104853404e-07,3.698801321361118e-07,8377.773429540717,1.5897933365086478,1.0905981765931283,1.3846573620433078e+25,1.8643326440748019e+25,1.30558283160792e-14,1.5292590626114056e-22,2.1644284431871107e-22,3.424914363462485e-24,2.4229418710793047e-24,2.451765924266628e-16,3.090022973864801e-16,9.566815515001562e-15
3.22e+22,0.000741913552679522,0.9992578372628588,1.1322183791421064e-07,3.200109188096296e-08,1.0396153182031354e-07,6716.683538839222,1.2138801489691813,0.8988697571380909,1.450069444430217e+25,2.094861271165731e+25,1.006088030265524e-14,4.561632508884135e-24,5.7530561539488335e-24,5.288351963553808e-26,1.1485644628920076e-25,6.436742505385861e-17,8.47605657982376e-17,3.596116250851852e-15
