nprocs: 1 timestamp 03/24/2024, 20:01:46 
{'sp_order': 3, 'spline_qpts': 5, 'Nr': 127, 'l_max': 1, 'ev_max': 16, 'n_grids': 4, 'n_sub_clusters': 256, 'dt': 0.01, 'cycles': 10.0, 'solver_type': 'transient', 'atol': 1e-08, 'rtol': 1e-08, 'max_iter': 100, 'tps_bte_max_iter': 1, 'bte_solve_freq': 2, 'ee_collisions': 0, 'use_gpu': 1, 'dev_id': 0, 'collisions': '/scratch1/03727/tg830270/tps-venv/frontera/tps-venv/tps/boltzmann/BESolver/python/lxcat_data/eAr_crs.6sp_Tg_0.5eV', 'export_csv': 1, 'plot_data': 1, 'Efreq': 6000000.0, 'verbose': 1, 'Te': 0.5, 'threads': 4, 'grid_idx': 0, 'output_dir': 'rate_bte1', 'out_fname': 'rate_bte1/ts_ee_0', 'rand_seed': 0, 'use_clstr_inp': True}
Nv,Nx,bte_setup_min,bte_setup_mean,bte_setup_max,bte_fetch_min,bte_fetch_mean,bte_fetch_max,bte_solve_min,bte_solve_mean,bte_solve_max,bte_push_min,bte_push_mean,bte_push_max,tps_setup_min,tps_setup_mean,tps_setup_max,tps_fetch_min,tps_fetch_mean,tps_fetch_max,tps_solve_min,tps_solve_mean,tps_solve_max,tps_push_min,tps_push_mean,tps_push_max
2.5600E+02,1.0240E+03,7.0724E+01,7.0724E+01,7.0724E+01,3.1323E-01,3.1323E-01,3.1323E-01,3.0404E-01,3.0404E-01,3.0404E-01,1.3515E-01,1.3515E-01,1.3515E-01,6.9826E+01,6.9826E+01,6.9826E+01,8.8983E-03,8.8983E-03,8.8983E-03,1.1991E-01,1.1991E-01,1.1991E-01,9.7431E-03,9.7431E-03,9.7431E-03
---
